timestamp,subscription_id,resource_group,region,service_type,units_used,provision_capacity,cost_use,availability,external_holiday,internal_maintenance,forecast
2023-09-09,sub-55548,rg-829,West US,Storage Account,390,777,19.37,94.52,0,0,493.93594
2023-10-24,sub-84375,rg-576,North Europe,Virtual Machine,3,245,47.4,93.47,0,0,110.61057
2024-02-13,sub-10725,rg-199,East US,App Service,450,626,0.28,97.51,0,0,438.35153
2025-03-24,sub-69368,rg-836,West Europe,Virtual Machine,799,990,26.76,92.54,0,0,773.6855
2024-02-28,sub-36255,rg-968,SOUTHEAST ASIA,App Service,217,684,20.23,93.62,0,0,406.86243
2025-01-03,sub-17347,rg-124,West Europe,App Service,908,1320,29.1,97.68,0,0,910.704
2024-08-06,sub-28980,rg-770,North Europe,Storage Account,311,564,24.6,98.5,0,0,301.76474
2021-03-14,sub-66842,rg-638,north europe,virtual machine,968,1204,38.53,95.41,0,0,882.7078
2022-09-17,sub-58694,rg-648,North Europe,SQL Database,315,329,4.82,95.67,0,0,217.47523
2022-02-26,sub-10798,rg-599,East US,SQL DATABASE,593,763,16.98,93.17,0,0,493.93594
2023-09-24,sub-23366,rg-510,North Europe,storage account,635,812,6.45,98.98,0,0,607.717
2024-12-30,sub-56403,rg-516,East US,Cosmos DB,791,1111,13.97,97.94,0,0,781.65076
2024-09-13,sub-66241,rg-221,North Europe,Functions,489,662,47.41,90.39,0,0,452.84204
2023-02-11,sub-18047,rg-882,West US,Virtual Machine,997,1113,3.12,93.32,1,0,838.2119
2023-01-07,sub-30778,rg-141,central us,Virtual Machine,420,682,21.11,97.79,0,0,451.266
2024-01-30,sub-98203,rg-560,North Europe,COSMOS DB,545,647,8.58,97.74,0,0,430.76996
2023-03-17,sub-22644,rg-270,East US,Functions,230,375,41.98,99.94,0,0,273.29013
2024-04-10,sub-62289,rg-410,central us,Cosmos DB,308,659,16.46,99.35,1,0,385.40646
2024-12-23,sub-55924,rg-589,North Europe,Virtual Machine,201,685,16.54,96.01,0,0,401.49695
2022-02-05,sub-66098,rg-326,west europe,Virtual Machine,823,1261,42.35,93.75,0,0,884.75757
2021-01-23,sub-77376,rg-433,Southeast Asia,Virtual Machine,44,124,20.6,90.34,0,0,69.35543
2021-05-04,sub-62393,rg-293,North Europe,SQL Database,561,574,34.93,92.1,1,0,382.51453
2024-02-20,sub-68981,rg-459,east us,COSMOS DB,431,887,32.68,91.04,0,0,616.26276
2025-01-17,sub-32588,rg-105,West Europe,Virtual Machine,470,936,0.78,98.66,1,0,672.7418
2022-06-14,sub-36185,rg-716,WEST EUROPE,SQL Database,336,343,32.15,97.7,0,0,169.26477
2022-11-28,sub-96872,rg-696,East US,Cosmos DB,514,799,48.82,97.57,0,0,585.56036
2024-01-03,sub-43156,rg-660,North Europe,App Service,111,295,5.89,95.45,0,0,152.1948
2023-05-28,sub-41143,rg-320,NORTH EUROPE,Virtual Machine,566,942,3.97,96.24,0,0,616.5939
2023-07-07,sub-92017,rg-288,West US,sql database,786,992,1.79,98.7,0,1,699.3503
2022-04-22,sub-23154,rg-259,NORTH EUROPE,FUNCTIONS,670,1115,19.59,98.58,0,0,751.45905
2021-12-16,sub-77609,rg-849,Southeast Asia,Storage Account,886,1219,1.87,93.8,0,0,873.05145
2021-03-25,sub-17025,rg-448,WEST EUROPE,App Service,315,340,34.68,99.97,0,0,226.14207
2021-12-04,sub-39422,rg-497,NORTH EUROPE,Virtual Machine,919,1015,1.52,98.55,0,0,776.82166
2024-02-01,sub-49365,rg-621,West US,Functions,521,628,21.77,97.24,0,0,378.4189
2025-11-29,sub-30948,rg-551,West Europe,Virtual Machine,324,754,36.98,94.27,0,0,449.01852
2023-04-01,sub-36253,rg-657,WEST US,Virtual Machine,654,1093,26.11,98.57,0,1,755.3588
2021-09-01,sub-41097,rg-205,EAST US,SQL Database,342,677,22.87,98.14,0,0,429.34152
2025-09-10,sub-20122,rg-385,West Europe,Cosmos DB,827,1262,27.63,98.45,0,0,880.5648
2024-09-22,sub-30168,rg-449,West US,Cosmos DB,467,829,0.18,92.35,0,0,590.7439
2023-07-17,sub-24821,rg-138,North Europe,Functions,451,908,1.23,93.4,0,0,604.84546
2021-10-15,sub-33285,rg-644,East US,Storage Account,959,1418,31.38,90.57,0,0,969.6587
2025-12-10,sub-31357,rg-869,west europe,App Service,485,527,9.81,90.63,0,0,286.14792
2021-08-28,sub-87684,rg-570,Southeast Asia,SQL Database,117,457,20.58,96.49,0,1,216.71512
2025-03-11,sub-53105,rg-632,EAST US,Storage Account,706,914,2.46,96.22,0,0,659.54584
2023-12-06,sub-17711,rg-610,North Europe,SQL Database,853,1113,13.44,99.46,0,0,813.97675
2025-01-30,sub-18573,rg-723,west europe,SQL Database,513,896,9.94,97.27,0,0,628.39764
2022-06-04,sub-23858,rg-859,West Europe,Virtual Machine,830,1025,33.7,99.39,0,0,779.7075
2021-06-01,sub-40144,rg-644,Central US,storage account,951,1004,40.53,94.47,0,0,774.4807
2023-04-03,sub-36394,rg-152,West US,SQL Database,479,524,32.07,96.64,0,0,280.85324
2022-04-26,sub-87165,rg-478,west europe,Storage Account,952,1296,43.84,90.33,0,0,923.5255
2023-11-03,sub-22822,rg-174,West US,Storage Account,238,344,16.73,97.32,0,0,186.73753
2024-09-14,sub-84205,rg-886,West US,SQL DATABASE,679,883,10.71,95.55,0,0,625.0482
2021-05-31,sub-20601,rg-900,East US,sql database,990,1273,27.07,97.29,0,0,871.1833
2021-12-25,sub-65011,rg-121,West Europe,Virtual Machine,736,849,27.89,90.89,1,0,604.316
2023-02-20,sub-25638,rg-220,north europe,storage account,895,1033,0.2,97.19,0,0,785.6827
2024-09-19,sub-69188,rg-903,West US,App Service,854,894,42.42,99.11,0,0,745.5229
2025-01-27,sub-96284,rg-474,west us,SQL Database,393,472,33.17,95.54,0,0,269.63037
2021-02-08,sub-77214,rg-843,West Europe,SQL Database,797,1010,35.02,97.68,0,0,733.87964
2022-06-03,sub-85786,rg-939,Southeast Asia,App Service,55,545,10.12,99.53,1,0,192.7492
2025-04-22,sub-64073,rg-119,NORTH EUROPE,Storage Account,93,530,21.49,93.89,0,0,247.43562
2025-06-16,sub-18239,rg-782,North Europe,Functions,632,792,15.06,91.4,0,0,561.65015
2024-04-05,sub-75771,rg-900,Southeast Asia,APP SERVICE,438,583,3.95,95.13,0,0,318.56396
2021-02-16,sub-79464,rg-201,East US,Functions,870,1355,9.97,92.97,0,0,928.4512
2023-07-06,sub-91862,rg-385,West US,VIRTUAL MACHINE,165,369,39.27,92.07,0,0,191.18736
2023-05-16,sub-57535,rg-800,West US,storage account,111,569,38.5,92.66,0,0,293.13812
2023-05-05,sub-61101,rg-373,central us,Cosmos DB,337,440,35.92,91.5,0,0,215.48103
2025-03-20,sub-48509,rg-394,West US,App Service,151,309,39.58,94.64,0,0,159.22258
2021-06-22,sub-11354,rg-234,East US,SQL Database,365,540,34.86,93.74,0,0,286.80365
2021-07-18,sub-80924,rg-177,West Europe,Storage Account,780,1126,32.46,93.96,0,1,813.06464
2025-10-30,sub-43413,rg-548,Central US,Functions,275,364,10.68,93.45,1,0,193.32715
2024-10-19,sub-23345,rg-386,Central US,Functions,209,645,2.76,95.56,0,0,362.68057
2022-07-29,sub-68593,rg-190,Central US,cosmos db,444,791,40.85,90.23,0,0,507.85214
2024-10-27,sub-57195,rg-524,West Europe,Cosmos DB,530,615,22.74,91.1,0,0,377.124
2023-07-21,sub-12626,rg-304,EAST US,Virtual Machine,478,881,3.99,97.13,0,0,533.5801
2022-05-25,sub-53593,rg-726,west us,Virtual Machine,649,1067,17.34,90.57,0,0,765.4775
2025-07-08,sub-84961,rg-559,southeast asia,Storage Account,482,950,16.45,90.75,0,0,618.30005
2025-02-19,sub-40294,rg-586,CENTRAL US,Functions,135,612,45.98,97.43,0,0,341.63425
2021-11-20,sub-84603,rg-120,North Europe,App Service,993,1066,23.28,92.72,0,0,862.3048
2023-11-16,sub-97370,rg-950,central us,SQL Database,989,1038,11.7,97.22,0,0,777.58044
2024-08-12,sub-49436,rg-673,North Europe,Virtual Machine,935,1267,31.89,99.58,0,0,871.1833
2023-08-28,sub-96455,rg-282,EAST US,Virtual Machine,306,333,14.76,97.33,0,0,191.02194
2025-12-04,sub-32218,rg-702,Central US,SQL Database,459,750,47.29,90.03,0,0,477.5039
2021-09-05,sub-95909,rg-780,North Europe,Virtual Machine,894,897,17.54,97.58,0,0,706.531
2024-12-01,sub-41879,rg-354,Southeast Asia,storage account,15,332,24.09,90.1,0,1,90.27776
2022-12-25,sub-85095,rg-359,North Europe,Cosmos DB,772,1067,47.72,91.58,1,1,798.61395
2022-11-25,sub-51698,rg-642,Central US,Cosmos DB,298,437,46.7,99.22,0,0,219.11443
2022-08-21,sub-99951,rg-115,East US,App Service,971,1459,16.85,97.64,0,0,944.4342
2022-05-08,sub-64064,rg-494,Central US,Storage Account,604,614,39.22,93.82,0,0,376.1137
2023-09-11,sub-89871,rg-310,East US,storage account,839,1066,16.76,93.43,0,0,807.85614
2024-06-24,sub-71428,rg-887,east us,Cosmos DB,225,228,41.02,90.6,0,0,102.63053
2024-12-07,sub-50225,rg-446,West Europe,App Service,43,489,26.57,90.64,0,0,280.30386
2023-10-26,sub-67071,rg-968,west europe,Functions,200,400,16.67,92.95,0,0,235.89732
2022-05-27,sub-36229,rg-862,west us,app service,737,1126,26.99,97.9,1,0,760.2086
2025-11-07,sub-87749,rg-137,West Europe,Cosmos DB,676,782,17.29,98.93,0,0,596.7063
2025-08-10,sub-58996,rg-295,SOUTHEAST ASIA,Cosmos DB,917,1275,15.48,92.26,0,0,907.263
2024-02-21,sub-81277,rg-723,East US,Virtual Machine,599,649,17.71,98.36,0,0,444.11673
2023-08-30,sub-92428,rg-198,West US,COSMOS DB,236,373,15.13,93.37,0,0,196.24959
2021-04-28,sub-51956,rg-460,Southeast Asia,Storage Account,196,543,48.83,96.87,0,0,270.7631
2021-02-03,sub-98055,rg-414,North Europe,functions,699,900,45.43,99.75,0,0,694.27924
2025-12-20,sub-64334,rg-572,west us,App Service,868,1269,48.31,93.26,0,0,882.72284
2021-12-03,sub-74176,rg-666,WEST US,Functions,55,279,8.82,91.44,0,0,135.73569
2024-11-07,sub-95053,rg-610,East US,SQL Database,852,911,35.91,91.66,1,0,683.21594
2025-09-05,sub-19280,rg-949,Central US,Functions,542,808,19.73,98.49,0,0,561.0345
2022-07-08,sub-10586,rg-215,east us,Functions,565,1006,11.19,99.49,0,0,708.82574
2022-11-13,sub-40498,rg-191,East US,APP SERVICE,233,382,43.58,90.95,0,0,234.37976
2022-12-07,sub-60866,rg-808,West Europe,STORAGE ACCOUNT,475,698,10.49,96.19,0,0,473.36227
2022-03-18,sub-21985,rg-733,East US,Cosmos DB,153,359,3.49,99.17,0,0,160.89857
2023-04-18,sub-27390,rg-391,Southeast Asia,Cosmos DB,246,492,15.14,93.92,0,0,248.6162
2024-10-20,sub-21087,rg-502,Southeast Asia,Functions,208,532,1.59,93.73,0,0,256.9233
2021-10-04,sub-51816,rg-804,WEST US,App Service,988,1013,8.8,95.32,0,0,859.2986
2023-07-09,sub-90799,rg-121,East US,App Service,378,684,44.74,91.94,0,0,463.26395
2025-05-08,sub-89144,rg-124,Central US,SQL Database,597,638,42.67,97.08,1,0,399.60403
2024-08-27,sub-16048,rg-394,Central US,SQL Database,514,1009,40.05,94.13,0,0,668.6396
2023-10-06,sub-43297,rg-446,North Europe,storage account,429,677,20.19,93.97,0,0,426.97256
2021-07-16,sub-59879,rg-454,Southeast Asia,App Service,502,881,35.38,92.94,0,0,646.0118
2024-01-11,sub-51647,rg-119,North Europe,Virtual Machine,921,1319,36.84,99.2,0,0,910.704
2025-09-28,sub-19979,rg-108,west us,Storage Account,209,332,45.15,96.02,0,0,194.70233
2024-04-24,sub-43456,rg-651,Central US,App Service,117,354,41.66,90.63,1,0,180.4945
2025-02-04,sub-80572,rg-246,Central US,Functions,183,548,6.1,91.92,1,0,293.39325
2025-08-02,sub-90990,rg-633,southeast asia,Virtual Machine,908,1398,44.65,99.64,0,0,921.9848
2022-02-19,sub-31984,rg-960,east us,Functions,772,842,12.58,94.75,0,0,591.8661
2025-06-24,sub-86452,rg-636,West Europe,Functions,870,916,49.04,98.04,0,0,687.9204
2025-11-05,sub-61889,rg-376,Central US,Virtual Machine,38,171,26.62,94.47,0,0,91.852394
2025-02-21,sub-21080,rg-902,North Europe,SQL Database,646,692,8.33,91.41,1,0,473.1706
2022-10-10,sub-75419,rg-723,East US,SQL Database,780,1182,6.27,93.14,1,0,869.3226
2025-10-15,sub-36942,rg-361,Central US,SQL Database,870,1010,11.07,99.48,0,0,744.9318
2025-03-29,sub-49277,rg-839,north europe,App Service,362,388,41.74,95.78,0,0,214.10756
2023-11-16,sub-10058,rg-745,east us,Functions,290,505,28.44,92.97,0,0,274.4216
2025-08-08,sub-74866,rg-527,Southeast Asia,App Service,861,1250,13.06,96.08,0,0,866.65216
2023-04-13,sub-85065,rg-736,North Europe,Functions,467,901,13.57,96.33,0,0,585.393
2023-11-20,sub-35771,rg-396,West Europe,Cosmos DB,819,1047,47.37,93.88,0,0,788.3171
2023-06-29,sub-16540,rg-247,West US,STORAGE ACCOUNT,183,376,36.04,94.18,0,0,230.15834
2021-10-15,sub-67634,rg-625,East US,Storage Account,87,562,10.02,93.76,0,0,264.94427
2025-03-25,sub-78429,rg-706,SOUTHEAST ASIA,Functions,668,971,34.57,93.69,0,0,696.5435
2023-04-14,sub-99145,rg-770,West Europe,Storage Account,854,1045,25.79,95.3,0,0,793.04443
2021-01-02,sub-36766,rg-431,west europe,App Service,737,936,33.82,90.9,0,0,650.2084
2022-07-10,sub-49222,rg-786,CENTRAL US,SQL Database,856,1289,35.02,92.19,0,0,883.92804
2021-01-28,sub-34159,rg-592,southeast asia,Functions,11,356,24.53,95.56,0,1,148.64455
2024-06-19,sub-55854,rg-133,north europe,storage account,101,333,28.49,91.54,0,0,188.52667
2023-01-31,sub-39541,rg-275,West Europe,Virtual Machine,603,729,39.62,91.6,1,0,501.33328
2021-10-19,sub-88245,rg-336,North Europe,Storage Account,476,709,19.52,97.67,0,0,477.40253
2022-12-12,sub-52657,rg-297,West US,Cosmos DB,244,408,10.21,90.39,1,0,208.65906
2022-09-28,sub-19290,rg-630,East US,Cosmos DB,676,1044,48.83,94.85,1,0,795.4437
2025-08-12,sub-83756,rg-490,East US,Cosmos DB,357,373,7.01,98.62,0,0,225.18762
2023-06-27,sub-44395,rg-692,central us,Cosmos DB,798,802,33.08,93.55,0,0,618.8708
2025-05-11,sub-95252,rg-493,West US,SQL Database,667,795,8.95,91.62,0,0,574.52234
2024-10-05,sub-31982,rg-555,West US,Virtual Machine,773,1044,28.2,94.97,0,0,793.04443
2021-01-20,sub-81725,rg-855,north europe,Functions,363,548,12.42,97.85,0,0,338.87823
2021-07-21,sub-24318,rg-764,East US,COSMOS DB,309,436,16.17,98.31,0,0,216.71512
2025-04-17,sub-18959,rg-490,East US,App Service,487,547,27.73,97.31,0,0,326.1949
2022-10-11,sub-76146,rg-615,West Europe,Virtual Machine,955,1205,38.22,94.25,0,0,869.5288
2023-10-20,sub-28701,rg-704,East US,App Service,815,1133,18.07,94.96,0,0,813.06464
2022-05-25,sub-15419,rg-607,West Europe,Cosmos DB,753,955,49.62,93.26,0,0,696.8419
2021-07-22,sub-56433,rg-683,Central US,App Service,749,1132,0.84,95.95,0,0,791.64825
2021-03-05,sub-48775,rg-730,West Europe,App Service,738,949,30.35,92.19,0,1,694.57776
2025-05-31,sub-69158,rg-969,West Europe,Virtual Machine,741,769,44.04,99.71,1,0,634.9163
2024-07-03,sub-70610,rg-805,Southeast Asia,Functions,472,483,34.64,98.1,0,0,282.99127
2023-05-23,sub-44075,rg-100,West US,Virtual Machine,59,485,15.77,98.18,0,0,217.47249
2023-12-12,sub-91751,rg-847,West US,Functions,908,1231,18.22,90.37,0,0,857.2258
2025-02-24,sub-43579,rg-204,West Europe,SQL Database,724,814,49.63,96.99,0,1,613.6633
2021-01-23,sub-87383,rg-978,West Europe,Cosmos DB,511,524,48.53,96.03,0,0,283.25253
2024-08-31,sub-43849,rg-503,East US,SQL DATABASE,412,895,11.36,91.6,0,0,556.0761
2025-02-11,sub-50896,rg-807,West US,FUNCTIONS,926,1015,40.4,95.0,0,0,790.96783
2022-12-17,sub-30820,rg-859,Central US,Storage Account,150,308,26.05,94.28,0,0,142.43509
2024-03-20,sub-51910,rg-222,Central US,Storage Account,966,1239,6.4,91.58,1,0,882.493
2022-06-28,sub-30147,rg-543,Central US,Functions,647,817,31.47,99.15,0,0,578.72095
2023-03-12,sub-98134,rg-835,Southeast Asia,Storage Account,541,545,28.76,92.48,0,0,286.80365
2023-05-21,sub-81474,rg-183,West US,Cosmos DB,262,633,9.91,91.47,0,0,392.12918
2025-08-03,sub-75716,rg-180,West US,SQL Database,755,1116,49.3,98.24,0,0,784.2811
2021-03-10,sub-27259,rg-242,north europe,Functions,430,725,4.35,97.21,0,0,468.49725
2024-10-03,sub-16075,rg-304,Central US,Cosmos DB,645,971,48.55,91.51,0,0,709.97394
2025-10-04,sub-56470,rg-847,Southeast Asia,Virtual Machine,776,876,4.17,99.78,0,0,617.32654
2023-10-19,sub-94527,rg-162,north europe,App Service,880,1029,46.45,91.99,0,0,803.9626
2025-08-05,sub-33264,rg-994,East US,Functions,536,919,7.04,91.93,0,0,603.75616
2023-10-28,sub-34459,rg-461,North Europe,App Service,167,179,32.77,92.64,0,0,94.24674
2021-04-30,sub-86576,rg-185,North Europe,Cosmos DB,576,644,15.06,97.65,0,0,459.3522
2023-08-25,sub-66379,rg-136,Central US,SQL Database,522,910,29.81,91.38,0,0,649.10724
2023-02-02,sub-74231,rg-224,East US,App Service,546,674,38.42,95.71,0,0,419.98157
2021-03-09,sub-96707,rg-565,CENTRAL US,Virtual Machine,498,503,3.06,95.97,0,0,314.65244
2021-11-16,sub-49995,rg-907,North Europe,Functions,842,1173,23.88,96.0,0,0,852.1544
2022-08-10,sub-37966,rg-203,North Europe,Functions,332,512,30.08,90.5,0,0,258.8009
2024-09-06,sub-88414,rg-983,CENTRAL US,functions,560,925,25.11,90.58,0,0,658.9782
2021-01-16,sub-72226,rg-658,Central US,Storage Account,976,1388,42.46,91.47,1,0,969.5743
2025-05-03,sub-31028,rg-993,West US,Virtual Machine,877,1115,2.27,95.44,0,0,851.3909
2023-08-30,sub-30419,rg-298,Central US,Cosmos DB,748,780,9.16,96.18,1,0,544.0535
2025-01-15,sub-14239,rg-385,West Europe,Virtual Machine,315,711,2.86,95.31,0,1,423.34528
2021-09-21,sub-68767,rg-179,Central US,Functions,470,594,20.58,92.68,0,0,362.19843
2025-05-06,sub-27511,rg-991,Central US,Cosmos DB,688,828,46.84,93.05,0,0,615.66187
2025-05-25,sub-81254,rg-778,Central US,Virtual Machine,192,663,29.27,93.69,0,1,296.43375
2021-11-17,sub-52217,rg-340,North Europe,Cosmos DB,736,769,33.21,98.99,1,1,544.50085
2023-06-19,sub-76585,rg-986,Southeast Asia,Functions,85,571,20.31,98.95,1,0,358.95206
2023-06-04,sub-49415,rg-312,North Europe,Cosmos DB,195,333,45.7,97.06,0,0,206.98985
2024-02-10,sub-34922,rg-280,West Europe,Cosmos DB,2,200,21.24,91.8,0,0,91.852394
2022-04-23,sub-49631,rg-167,Central US,Functions,512,521,13.14,95.81,0,0,314.19287
2025-03-12,sub-85246,rg-387,Central US,Virtual Machine,25,191,30.02,97.22,0,0,91.852394
2023-08-21,sub-11650,rg-178,Southeast Asia,functions,623,903,38.5,92.23,0,0,664.25977
2023-04-14,sub-49282,rg-224,WEST US,sql database,668,854,6.94,93.03,0,1,616.45087
2025-09-13,sub-86742,rg-926,Southeast Asia,SQL Database,887,1357,8.85,99.33,0,0,919.0023
2024-01-23,sub-34874,rg-407,West US,SQL DATABASE,560,828,43.25,96.18,0,0,612.10754
2024-10-15,sub-88164,rg-364,Southeast Asia,SQL Database,942,1351,14.81,91.92,0,0,926.146
2023-04-14,sub-17341,rg-899,East US,Functions,200,437,16.32,96.62,0,0,242.52045
2023-04-06,sub-15872,rg-304,Central US,Storage Account,709,729,4.75,90.52,0,0,501.7111
2022-02-11,sub-45869,rg-639,Central US,Cosmos DB,863,919,44.8,93.65,0,0,788.03906
2024-10-28,sub-83378,rg-983,Southeast Asia,STORAGE ACCOUNT,661,878,9.45,94.15,0,0,625.0482
2023-04-25,sub-67090,rg-632,Central US,app service,267,558,1.32,92.03,0,0,338.28574
2021-09-02,sub-50862,rg-717,west us,Functions,895,1179,40.23,99.28,0,0,852.519
2021-11-15,sub-59194,rg-428,North Europe,App Service,431,844,26.44,97.56,0,0,556.7845
2021-08-04,sub-10709,rg-696,East US,Functions,68,83,9.76,96.83,0,0,77.96243
2023-10-16,sub-23254,rg-723,west europe,App Service,885,930,4.18,92.79,0,1,704.6026
2022-05-25,sub-66062,rg-595,Central US,APP SERVICE,345,467,9.16,93.01,1,1,186.50665
2023-02-04,sub-41327,rg-670,west us,App Service,424,789,46.26,99.63,0,0,657.1082
2021-12-31,sub-93562,rg-429,West Europe,SQL Database,504,873,11.11,98.05,0,0,587.2073
2024-12-11,sub-79007,rg-813,north europe,Functions,127,428,35.02,93.62,1,0,220.99817
2021-09-09,sub-21687,rg-424,Southeast Asia,STORAGE ACCOUNT,908,1209,2.58,95.16,1,0,870.65686
2025-06-18,sub-62561,rg-355,North Europe,SQL Database,571,900,40.74,91.95,1,0,666.65906
2022-11-27,sub-39605,rg-885,Central US,Functions,877,1088,10.79,94.32,1,0,807.2607
2021-06-12,sub-12311,rg-604,Central US,Storage Account,971,997,31.69,90.4,0,0,689.4041
2023-01-01,sub-43630,rg-938,West US,App Service,533,874,27.77,91.05,0,0,573.9928
2024-05-26,sub-80710,rg-662,Central US,Storage Account,967,1050,38.1,96.76,0,0,841.2952
2024-09-08,sub-30140,rg-156,West Europe,Functions,309,501,27.92,96.63,0,0,274.4216
2023-12-06,sub-60286,rg-612,Southeast Asia,SQL Database,68,293,28.92,95.84,0,1,142.43509
2022-03-26,sub-69130,rg-905,Southeast Asia,Functions,668,886,37.37,98.45,0,0,679.28656
2022-06-13,sub-31683,rg-293,southeast asia,App Service,17,175,38.58,95.89,0,0,75.83036
2025-03-05,sub-49381,rg-484,West Europe,APP SERVICE,188,607,28.23,98.15,0,0,336.92975
2025-09-09,sub-42379,rg-701,Central US,Storage Account,260,387,45.53,90.27,1,0,196.25224
2025-05-09,sub-19753,rg-112,North Europe,Storage Account,971,976,12.4,93.67,0,0,836.2136
2025-01-21,sub-15625,rg-333,Southeast Asia,Virtual Machine,801,886,40.73,92.59,0,0,651.7605
2025-10-24,sub-36043,rg-696,West US,Cosmos DB,867,948,33.12,91.6,0,1,694.57776
2025-07-02,sub-75663,rg-355,East US,Virtual Machine,149,350,20.98,95.26,0,0,186.73753
2021-04-29,sub-33888,rg-207,central us,App Service,819,1004,40.94,94.94,1,0,751.55145
2023-12-05,sub-29841,rg-788,Southeast Asia,Virtual Machine,106,383,30.64,95.3,0,0,178.77681
2025-09-01,sub-90663,rg-766,Southeast Asia,App Service,498,690,9.49,93.48,0,0,473.36227
2021-08-11,sub-49321,rg-153,Southeast Asia,SQL Database,316,679,18.66,97.34,0,0,400.38925
2023-10-06,sub-10852,rg-813,Central US,Storage Account,361,488,33.45,97.06,0,0,248.6162
2025-10-08,sub-63385,rg-933,Central US,SQL Database,358,748,27.67,96.14,0,1,446.0842
2025-05-03,sub-57329,rg-888,West Europe,Storage Account,614,1000,34.3,99.96,0,0,611.73
2023-12-06,sub-55816,rg-268,EAST US,SQL DATABASE,68,457,25.31,95.03,0,0,216.71512
2022-11-10,sub-94402,rg-236,north europe,cosmos db,787,1245,35.1,97.76,0,0,858.3538
2021-06-24,sub-90030,rg-975,North Europe,SQL Database,338,583,20.55,90.3,0,0,307.02942
2024-01-25,sub-53234,rg-820,Southeast Asia,sql database,688,951,37.48,97.64,0,0,681.6741
2025-12-16,sub-75198,rg-610,NORTH EUROPE,SQL DATABASE,104,342,12.24,97.03,0,0,191.02194
2024-07-21,sub-12031,rg-169,north europe,Storage Account,110,585,28.8,99.74,0,0,386.29132
2024-09-11,sub-79122,rg-678,West Europe,FUNCTIONS,783,1270,14.44,98.92,0,0,879.4816
2024-03-05,sub-82977,rg-492,Southeast Asia,Cosmos DB,870,1211,35.42,93.66,0,0,878.91034
2022-07-27,sub-71794,rg-281,Southeast Asia,Storage Account,472,846,35.12,98.63,0,0,594.06726
2021-12-17,sub-76673,rg-270,Southeast Asia,Cosmos DB,177,561,6.28,98.1,0,0,309.97513
2021-09-15,sub-33181,rg-271,east us,SQL Database,882,1353,47.87,99.6,0,0,913.1033
2023-11-06,sub-17116,rg-919,East US,Cosmos DB,373,814,0.48,92.26,0,0,555.84344
2021-04-13,sub-36378,rg-738,West US,App Service,14,443,24.51,98.86,0,0,157.60263
2022-06-05,sub-22693,rg-830,West Europe,SQL Database,364,367,20.14,99.58,0,0,200.60521
2021-03-04,sub-96606,rg-325,CENTRAL US,Cosmos DB,11,423,14.35,92.08,1,1,199.46542
2025-12-23,sub-23284,rg-776,West Europe,SQL Database,555,909,49.93,95.23,0,0,636.8987
2024-05-08,sub-42249,rg-975,West Europe,Functions,537,814,32.6,94.44,0,0,552.17377
2024-12-15,sub-11942,rg-320,East US,Cosmos DB,5,180,44.66,97.08,0,0,35.088455
2022-08-19,sub-62509,rg-657,Southeast Asia,App Service,352,569,11.51,90.16,0,1,368.11752
2024-07-22,sub-84663,rg-232,WEST EUROPE,SQL Database,121,314,0.14,94.41,0,0,162.12042
2022-12-27,sub-16807,rg-153,West US,App Service,301,699,2.25,99.69,1,0,372.74466
2025-08-22,sub-60434,rg-538,central us,SQL Database,217,665,3.26,92.36,0,0,369.73532
2023-09-07,sub-77965,rg-591,West Europe,COSMOS DB,212,549,32.26,92.94,0,0,286.80365
2021-04-07,sub-62784,rg-812,West Europe,SQL Database,861,964,26.44,92.78,0,0,704.9619
2023-06-11,sub-60411,rg-956,west europe,Functions,199,254,36.87,97.34,0,0,138.2563
2025-10-27,sub-32280,rg-824,West Europe,Cosmos DB,462,899,45.21,94.49,0,0,733.08813
2025-11-06,sub-19043,rg-696,east us,Storage Account,26,34,6.34,98.34,1,0,59.78484
2023-05-29,sub-52209,rg-704,Central US,App Service,965,1036,0.36,93.65,0,0,773.0677
2024-12-25,sub-88201,rg-552,Central US,Storage Account,883,893,34.25,96.9,0,0,649.3612
2022-07-15,sub-24206,rg-725,Central US,COSMOS DB,201,550,6.3,93.42,0,0,291.08804
2021-06-26,sub-69123,rg-461,CENTRAL US,SQL Database,762,1193,37.76,94.94,0,0,795.5472
2023-01-27,sub-12731,rg-454,East US,cosmos db,548,822,27.81,99.61,0,0,576.4158
2023-12-19,sub-17955,rg-204,West Europe,SQL Database,394,770,17.05,96.81,0,0,515.8409
2022-06-02,sub-17728,rg-838,Southeast Asia,SQL Database,276,457,44.89,90.12,0,0,160.22804
2025-10-15,sub-93760,rg-488,Southeast Asia,Cosmos DB,480,778,30.42,92.51,1,0,508.25378
2023-01-25,sub-23590,rg-222,WEST US,Storage Account,220,348,16.19,96.49,0,0,176.20195
2022-02-28,sub-76844,rg-375,North Europe,Cosmos DB,422,845,39.51,99.48,0,0,563.461
2025-07-02,sub-67083,rg-922,Southeast Asia,Functions,596,666,11.0,94.36,0,0,426.57117
2022-10-17,sub-85084,rg-471,Central US,storage account,143,420,13.68,94.04,0,0,220.99953
2021-07-12,sub-15375,rg-365,Central US,Cosmos DB,741,1018,33.86,96.49,0,0,775.0061
2024-12-25,sub-97716,rg-482,East US,Storage Account,183,311,39.47,98.49,0,0,179.97365
